SELECT 125
id,competencia_mov,municipio,secao,subclasse,saldo_movimentacao,cbo_2002_ocupacao,categoria,grau_de_instrucao,idade,horas_contratuais,raca_cor,sexo,tipo_empregador,tipo_estabelecimento,tipo_movimentacao,tipo_de_deficiencia,ind_trab_intermitente,ind_trab_parcial,salario,tam_estab_jan,indicador_aprendiz,origem_da_informacao,indicador_de_fora_do_prazo,unidade_salario_codigo,faixa_etaria,faixa_hora_contrat,ano,rn
2960698,2022-06,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Bombeiro Civil,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,37,44,Não informada,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1924,De 100 a 249,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2022,20
2960699,2022-06,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,31,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1120,De 10 a 19,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2022,21
2960700,2022-06,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Recepcionista de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,37,44,Branca,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Física,Não,Não,2081,De 100 a 249,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2022,22
2960701,2022-06,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Recepcionista de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,38,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1249.47,De 20 a 49,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2022,23
2960702,2022-06,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,"Recepcionista, em Geral","Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Superior Completo,26,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1565,De 250 a 499,Não,eSocial,Não,5,25 A 29 anos,41 a 44 horas,2022,24
2960703,2022-06,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Superior Incompleto,19,22,Não informada,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,606,De 250 a 499,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2022,25
3147968,2023-02,Al-Maceio,"Comércio, Reparação de Veículos Automotores e Motocicletas","Comércio a Varejo de Automóveis, Camionetas e Utilitários Novos",-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Incompleto,18,20,Não informada,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,651,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,16 a 20 horas,2023,1
3147969,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,34,44,Não informada,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 50 a 99,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2023,2
3147970,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Encarregado de Manutencao Mecanica de Sistemas Operacionais,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,49,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,2137.68,De 50 a 99,Não,eSocial,Não,5,40 A 49 anos,41 a 44 horas,2023,3
3147971,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,21,44,Não informada,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1447,De 250 a 499,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2023,4
3147972,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Barman,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Incompleto,26,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 20 a 49,Não,eSocial,Não,5,25 A 29 anos,41 a 44 horas,2023,5
3147973,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Pizzaiolo,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,38,44,Não informada,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1534.4,Zero,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2023,6
3147974,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Servente de Obras,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,24,44,Não informada,Homem,CNPJ RAIZ,CNO(Cadastro Nacional de Obra),Desligamento a pedido,Não Deficiente,Não,Não,1302,De 20 a 49,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2023,7
3147975,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,36,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 50 a 99,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2023,8
3147976,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Recreador,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Incompleto,26,44,Não informada,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1617,De 250 a 499,Não,eSocial,Não,5,25 A 29 anos,41 a 44 horas,2023,9
3147977,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Auxiliar nos Serviços de Alimentação,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,42,44,Branca,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1674.47,De 50 a 99,Não,eSocial,Não,5,40 A 49 anos,41 a 44 horas,2023,10
3147978,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Recepcionista de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Superior Completo,32,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 10 a 19,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2023,11
3147979,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,24,44,Não informada,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1302,De 1 a 4,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2023,12
3147980,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Faxineiro (Desativado em 2010),"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,28,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 20 a 49,Não,eSocial,Não,5,25 A 29 anos,41 a 44 horas,2023,13
3147981,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Ciclista Mensageiro,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,18,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 10 a 19,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2023,14
3147982,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Chefe de Cozinha (Desativado em 2010),"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Superior Completo,33,44,Branca,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,5000,De 100 a 249,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2023,15
3147983,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Zelador de Edificio,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,26,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 100 a 249,Não,eSocial,Não,5,25 A 29 anos,41 a 44 horas,2023,16
3147984,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Encarregado de Manutencao Mecanica de Sistemas Operacionais,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,37,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,2137.68,De 50 a 99,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2023,17
3147985,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,21,22,Não informada,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,651,De 250 a 499,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2023,18
3147986,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,23,20,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,651,De 250 a 499,Sim,eSocial,Não,5,18 A 24 anos,16 a 20 horas,2023,19
3147987,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Auxiliar nos Serviços de Alimentação,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,19,44,Não informada,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1500,De 20 a 49,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2023,20
3147988,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Recepcionista de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,27,44,Não informada,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 5 a 9,Não,eSocial,Não,5,25 A 29 anos,41 a 44 horas,2023,21
3147989,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Auxiliar nos Serviços de Alimentação,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,37,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1365,De 20 a 49,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2023,22
3147990,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Garcom,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,22,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1618.73,De 50 a 99,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2023,23
3147991,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Cumim,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,28,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1493.04,De 250 a 499,Não,eSocial,Não,5,25 A 29 anos,41 a 44 horas,2023,24
3147992,2023-02,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Faxineiro (Desativado em 2010),"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Fundamental Completo,35,33,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1588.63,De 20 a 49,Não,eSocial,Não,5,30 A 39 anos,31 a 40 horas,2023,25
3349190,2024-01,Al-Arapiraca,"Comércio, Reparação de Veículos Automotores e Motocicletas",Comércio a Varejo de Pneumáticos e Câmaras-De-Ar,-1,Vendedor de Comercio Varejista,Empregado - Aprendiz,Médio Incompleto,21,20,Não informada,Mulher,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,670,De 5 a 9,Sim,eSocial,Não,5,18 A 24 anos,16 a 20 horas,2024,1
3349191,2024-01,Al-Maceio,"Comércio, Reparação de Veículos Automotores e Motocicletas","Comércio a Varejo de Automóveis, Camionetas e Utilitários Novos",-1,Assistente Administrativo,Empregado - Aprendiz,Médio Incompleto,18,20,Preta,Mulher,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,660,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,16 a 20 horas,2024,2
3349192,2024-01,Al-Maceio,"Comércio, Reparação de Veículos Automotores e Motocicletas","Comércio a Varejo de Automóveis, Camionetas e Utilitários Novos",-1,Assistente Administrativo,Empregado - Aprendiz,Médio Completo,20,20,Parda,Mulher,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,660,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,16 a 20 horas,2024,3
3349193,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,21,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,4
3349194,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,22,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,5
3349195,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,19,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,6
3349196,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,19,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,7
3349197,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,21,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,8
3349198,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,20,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,9
3349199,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,21,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,10
3349200,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,19,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,11
3349201,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,22,22,Parda,Mulher,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,12
3349202,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Incompleto,20,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,13
3349203,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,19,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,14
3349204,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,23,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,15
3349205,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Incompleto,23,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,16
3349206,2024-01,Al-Maceio,Construção,Serviços Especializados para Construção não Especificados Anteriormente,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,18,22,Parda,Homem,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,829.26,De 100 a 249,Sim,eSocial,Não,5,18 A 24 anos,21 a 30 horas,2024,17
3349207,2024-01,Al-Maceio,"Comércio, Reparação de Veículos Automotores e Motocicletas",Comércio Varejista de Outros Artigos de Uso Doméstico não Especificados Anteriormente,-1,Operador de Caixa,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,30,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Culpa Recíproca,Não Deficiente,Não,Não,1412,De 50 a 99,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2024,18
3349208,2024-01,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,50,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1539,De 250 a 499,Não,eSocial,Não,5,50 A 64 anos,41 a 44 horas,2024,19
3349209,2024-01,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,"Auxiliar de Escritorio, em Geral","Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,23,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1973.74,De 50 a 99,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2024,20
3349210,2024-01,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Auxiliar nos Serviços de Alimentação,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,33,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1701.6,De 50 a 99,Não,eSocial,Não,5,30 A 39 anos,41 a 44 horas,2024,21
3349211,2024-01,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,42,44,Não informada,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1466.01,De 50 a 99,Não,eSocial,Não,5,40 A 49 anos,41 a 44 horas,2024,22
3349212,2024-01,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Faxineiro (Desativado em 2010),"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",5ª Completo Fundamental,51,44,Parda,Homem,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1467,De 250 a 499,Não,eSocial,Não,5,50 A 64 anos,41 a 44 horas,2024,23
3349213,2024-01,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,Camareiro  de Hotel,"Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT",Médio Completo,22,44,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Não,1466.01,De 50 a 99,Não,eSocial,Não,5,18 A 24 anos,41 a 44 horas,2024,24
3349214,2024-01,Al-Maceio,Alojamento e Alimentação,Hotéis,-1,"Auxiliar de Escritorio, em Geral",Empregado - Aprendiz,Médio Completo,19,30,Parda,Mulher,CNPJ RAIZ,CNPJ,Desligamento a pedido,Não Deficiente,Não,Sim,963,De 50 a 99,Sim,eSocial,Não,1,18 A 24 anos,21 a 30 horas,2024,25
